EAN,Description,Size,BSP,Soc Date,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,Zone 6,Old National #,Group,Group Item,Merch Cat. Code,Merch Cat. Desc
29991440,F/LINE ORANGE 6'S,6'S,190.00,2023-03-03T07:02:00,25.9900,25.9900,25.9900,25.9900,25.9900,25.9900,2072193,F-ORANGES 6 PUNN,FFFRT,F,FFRT
29991570,F/L CABBAGE BABY RED,350GR,67.86,2023-03-03T07:02:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,2107021,F/L CABBAGE BABY,FFVEG,F,FVEG
29991785,F/L SWEETCORN BITES,850GR,237.50,2023-03-03T07:03:00,27.9900,27.9900,27.9900,27.9900,27.9900,27.9900,2240569,SWEETCORN BITES,FFVEG,F,FVEG
29991891,F/LINE PRUNES FRESH,750GR,397.47,2023-03-03T07:02:00,39.9900,39.9900,39.9900,39.9900,39.9900,39.9900,2122791,FL PRUNES,FFFRT,F,FFRT
29991945,F/L MARROW MIX,350GR,404.88,2023-03-03T07:02:00,27.9900,27.9900,27.9900,27.9900,27.9900,27.9900,2122632,FL MAR MIX,FFVEG,F,FVEG
29991945,F/L MARROW MIX,350GR,126.89,2023-03-03T07:02:00,27.9900,27.9900,27.9900,27.9900,27.9900,27.9900,2107008,F/L MARROW MIX,FFVEG,F,FVEG
29991952,F/LINE GEMSQUASH,1KG,143.60,2023-03-03T07:02:00,19.9900,19.9900,19.9900,19.9900,19.9900,19.9900,2122769,FL GEM 1KG,FFVEG,F,FVEG
29991969,F/L ONIONS PEELED,1KG,180.95,2023-03-03T07:02:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,2122633,FL PEELED ONION,FFVEG,F,FVEG
29991976,F/L BANANAS,750GR,196.42,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2122737,FL BANANA BAG,FFFRT,F,FFRT
29992027,F/L BRINJALS,2'S,58.81,2023-03-03T07:05:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,3074574,F/L BRINJALS,FFVEG,F,FVEG
29992027,F/L BRINJALS,2'S,294.05,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2122634,FL BRINGAL,FFVEG,F,FVEG
29992065,F/LINE BABY GEMS,PUN,316.67,2023-03-03T07:02:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,2122651,FL BABY GEMS,FFVEG,F,FVEG
29992065,F/LINE GEMS BABY LOOSE,P/KG,124.18,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2107036,BABY GEMS,FFVEG,F,FVEG
29992072,F/L PATTY PANS GREEN,300GR,316.67,2023-03-03T07:02:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,2122649,FL PATTYPANS,FFVEG,F,FVEG
29992072,F/L PATTY PANS GREEN,300GR,115.90,2023-03-03T07:05:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,3067391,F/L PATTY PANS,FFVEG,F,FVEG
29992119,F/LINE RADISH,150GR,212.62,2023-03-03T07:02:00,15.9900,15.9900,15.9900,15.9900,15.9900,15.9900,2122687,FL RADISH,FFSAL,F,FSAL
29992119,F/L RADISH,150GR,67.18,2023-03-03T07:05:00,15.9900,15.9900,15.9900,15.9900,15.9900,15.9900,3093176,F/L RADISH,FFVEG,F,FVEG
29992126,F/L CUCUMBERS MINI,350GR,200.30,2023-03-03T07:02:00,27.9900,27.9900,27.9900,27.9900,27.9900,27.9900,2057200,ISR CUCUMBER,FFSAL,F,FSAL
29992126,F/L CUCUMBERS MINI,350GR,123.84,2023-03-03T07:02:00,27.9900,27.9900,27.9900,27.9900,27.9900,27.9900,2107049,F/L CUCUMBERS,FFVEG,F,FVEG
29992133,F/L NECTARINES FAMILY,750GR,332.50,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122739,FL PEACH NECT,FFFRT,F,FFRT
29992140,F/L PINEAPPLES,2'S,118.52,2023-03-03T07:02:00,20.9900,20.9900,20.9900,20.9900,20.9900,20.9900,2122738,FL PINE 2,FFFRT,F,FFRT
29992157,F/LINE CHILLIES,100GM,169.64,2023-03-03T07:02:00,11.9900,11.9900,11.9900,11.9900,11.9900,11.9900,2122684,FL CHILLIES,FFSAL,F,FSAL
29992164,F/L PASSION FRUIT,4'S,253.48,2023-03-03T07:02:00,19.9900,19.9900,19.9900,19.9900,19.9900,19.9900,2122743,F/LINE PASSN FRT,FFFRT,F,FFRT
29992164,F/L PASSION FRUIT,4'S,1.00,2023-03-03T07:03:00,0.1700,0.1900,0.1900,0.1900,0.1900,0.1900,2572181,F/L PASSION FRT,FFVEG,F,FVEG
29992171,F/LINE CARROT HEARTS,250GR,237.50,2023-03-03T07:02:00,16.9900,16.9900,16.9900,16.9900,16.9900,16.9900,2122636,FL CARROT HEART,FFVEG,F,FVEG
29992188,F/LINE ONIONS BABY,500G,135.71,2023-03-03T07:02:00,12.9900,12.9900,12.9900,12.9900,12.9900,12.9900,2122635,FL BABY ONION,FFVEG,F,FVEG
29992188,F/LINE ONIONS BABY,500G,55.85,2023-03-03T07:05:00,12.9900,12.9900,12.9900,12.9900,12.9900,12.9900,3074222,F/L BABY ONIONS,FFVEG,F,FVEG
29992195,F/L GRAPEFRUIT,2'S,417.32,2023-03-03T07:02:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2122744,F; GRAPEFRUIT 2,FFFRT,F,FFRT
29992195,F/L GRAPEFRUIT,2'S,149.96,2023-03-03T07:05:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,3091851,F/L GRAPEFRUIT,FFVEG,F,FVEG
29992218,F/L DATES FRESH,200GR,499.28,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122749,FL DATES,FFFRT,F,FFRT
29992218,F/L DATES FRESH,200GR,320.63,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2110420,F/L DATES,FFVEG,F,FVEG
29992225,F/L ONIONS UNPEELED,1KG,217.14,2023-03-03T07:02:00,24.9900,24.9900,24.9900,24.9900,24.9900,24.9900,2122638,FL ONION 1KG,FFVEG,F,FVEG
29992256,F/LINE PEELED BABY POTATO,500GM,156.58,2023-03-03T07:02:00,17.9900,17.9900,17.9900,17.9900,17.9900,17.9900,2122593,FL PEELED B/POT,FFVEG,F,FVEG
29992256,F/LINE POT BABY PEELED,500G,125.71,2023-03-03T07:05:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,3128529,PEELED B/POTATO,FFVEG,F,FVEG
29992263,F/LINE COLESLAW DRY,350GM,149.29,2023-03-03T07:02:00,18.9900,18.9900,18.9900,18.9900,18.9900,18.9900,2122594,FL COLESLAW,FFVEG,F,FVEG
29992263,F/LINE COLESLAW DRY,350G,105.18,2023-03-03T07:05:00,18.9900,18.9900,18.9900,18.9900,18.9900,18.9900,3128533,DRY COLESLAW,FFVEG,F,FVEG
29992607,F/LINE MELONS ORANGE,EACH,113.56,2023-03-03T07:02:00,18.9900,18.9900,18.9000,18.9900,18.9900,18.9900,2122746,FL MELONS ORANGE,FFFRT,F,FFRT
29992690,F/L CARROTS,1KG,162.86,2023-03-03T07:02:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,2122646,FL CARROT,FFVEG,F,FVEG
29992706,F/L SWEET POTATOES,1KG,158.33,2023-03-03T07:02:00,21.9900,21.9900,21.9900,21.9900,21.9900,21.9900,2122641,FL SWEET POT,FFVEG,F,FVEG
29992737,F/LINE-BOSTON LOAF,400GR,181.76,2023-03-03T07:02:00,49.9800,49.9800,49.9800,49.9800,49.9800,49.4600,2116958,BOSTON LOAF,BFIND,B,FIND
29992744,F/LINE-MARBLE MADEIRA CAKE,270GR,146.30,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2122931,FL MARBLE MADEIR,BFIND,B,FIND
29992799,F/LINE-CHOCOLATE LAMINGTONS,12's,170.96,2023-03-03T07:02:00,46.9800,46.9800,46.9800,46.9800,46.9800,46.5800,2122911,FL CHC LAMINGTON,BFIND,B,FIND
29992898,F/LINE STUF/BUT SPIN&FETA,EA,72.12,2023-03-03T07:02:00,10.9900,10.9900,10.9000,10.9900,10.9900,10.9900,2122598,FL B/NUT CHIPS,FFVEG,F,FVEG
29992997,F/L P/APPLE QUEEN LSE,1'S,218.84,2023-03-03T07:02:00,16.9900,16.9900,16.9900,16.9900,16.9900,16.9900,2122755,PINEAPPLES,FFFRT,F,FFRT
29992997,F/L P/APPLE QUEEN LSE,1'S,68.67,2023-03-03T07:02:00,9.9900,9.9900,9.9900,9.9900,9.9900,9.9900,2102194,F/L PINEAPPLES,FFFRT,F,FFRT
29993215,F/LINE ARTICHOKES,2PUN,84.02,2023-03-03T07:02:00,12.9500,12.9500,12.9000,12.9500,12.9500,12.9500,2122643,FL ARTICHOKES,FFVEG,F,FVEG
29993222,F/LINE CABBAGE YOUNG LSE,EACH,88.21,2023-03-03T07:03:00,19.9900,19.9900,19.9900,19.9900,19.9900,19.9900,2239796,YOUNG CABBAGE,FFVEG,F,FVEG
29993239,F/L SPRING ONION,1'S,67.18,2023-03-03T07:05:00,15.9900,15.9900,15.9900,15.9900,15.9900,15.9900,3073951,F/L SPRING ONION,FFVEG,F,FVEG
29993246,F/L LEEKS BABY,350GR,352.86,2023-03-03T07:03:00,25.9900,25.9900,25.9900,25.9900,25.9900,25.9900,2254726,BABY LEEKS,FFVEG,F,FVEG
29993277,F/L DESSERT PEACHES V/P,PUNNT,298.57,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122752,F/L DESSERT PCH,FFFRT,F,FFRT
29993277,F/L DESSERT PEACHES V/P,750GR,156.07,2023-03-03T07:03:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2564969,F/L DESSERT PCH,FFVEG,F,FVEG
29993284,F/L BROC&C/FLOWER HEAD,1'S,339.60,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2122655,CAULI BROC HEADS,FFVEG,F,FVEG
29993291,F/L BROCC&C/FLOWER,500GR,93.64,2023-03-03T07:05:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,3068200,F/L BROCC&C/FLOW,FFVEG,F,FVEG
29993291,F/LINE CAULI/BROC FLORETS,500GR,339.29,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122658,FL CAULI BROC FL,FFVEG,F,FVEG
29993314,F/L BEETROOT,1KG,130.06,2023-03-03T07:03:00,18.9900,18.9900,18.9900,18.9900,18.9900,18.9900,2254422,F/L BEETROOT,FFVEG,F,FVEG
29993499,F/LINE POTATOES 4KG,4KG,200.00,2023-03-03T07:03:00,54.9900,54.9900,54.9900,54.9900,54.9900,54.9900,2239956,POTATOES 4KG,FFVEG,F,FVEG
29993659,F/LINE GOLDEN DEL APPLES 4'S,4'S,176.90,2023-03-03T07:03:00,19.9900,19.9900,19.9000,19.9900,19.9900,19.9900,2197857,F/L G/D APPLES 4,FFFRT,F,FFRT
29993659,F/LINE GOLDEN DEL APPLES 4'S,4'S,152.95,2023-03-03T07:03:00,15.9900,15.9900,15.9000,15.9900,15.9900,15.9900,2191304,F/LINE G/D 4PACK,FFFRT,F,FFRT
29993666,F/L APPL G/SMITH,4'S,163.87,2023-03-03T07:03:00,10.9900,10.9900,10.9000,10.9900,10.9900,10.9900,2193495,F/L APPL G/SMIT,FFFRT,F,FFRT
29993666,F/L APPL G/SMITH,4'S,131.03,2023-03-03T07:03:00,13.9900,13.9900,13.9000,13.9900,13.9900,13.9900,2197860,F/L APPL G/SMIT,FFFRT,F,FFRT
29993680,F/LINE ROYAL GALA APPLES 4'S,4'S,150.69,2023-03-03T07:03:00,16.9900,16.9900,16.9000,16.9900,16.9900,16.9900,2217476,ROYAL GALA 4'S,FFFRT,F,FFRT
29994465,F/LINE SOUP B/NUT DOY,500G,65.30,2023-03-03T07:03:00,16.9800,16.9800,16.8900,16.9800,16.9800,16.8400,2150558,SOUP,FFVEG,F,FVEG
29994502,F/LINE PEACH CLING 6's,6'S,312.14,2023-03-03T07:02:00,36.9900,36.9900,36.9900,36.9900,36.9900,36.9900,2106646,PCH CLING 6,FFFRT,F,FFRT
29994519,F/L CLING PEACHES V/P,PUNNT,285.00,2023-03-03T07:02:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2122753,F/L CLING PEACH,FFFRT,F,FFRT
29994519,F/L CLING PEACHES V/P,750GR,149.29,2023-03-03T07:03:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2564968,F/L CLING PEACH,FFVEG,F,FVEG
29994540,F/L APRICOTS,750GR,332.50,2023-03-03T07:02:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2122754,F/L APRICOTS,FFFRT,F,FFRT
29994540,F/L APRICOTS,750GR,203.57,2023-03-03T07:05:00,45.9900,45.9900,45.9900,45.9900,45.9900,45.9900,3091608,F/L APRICOTS,FFVEG,F,FVEG
29994557,F/LINE GARLIC GIANT CLOVES,200GR,644.08,2023-03-03T07:02:00,44.9900,44.9900,44.9900,44.9900,44.9900,44.9900,2122645,FL GARLIC CLOVES,FFVEG,F,FVEG
29994861,F/LINE-MINI CUP CAKE CRMEL 12', EACH,144.84,2023-03-03T07:03:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2123139,FL CUP CAKE CML,BFIND,B,FIND
29994878,F/LINE-3 FLAVR MIN CUP CAK 12', EACH,144.84,2023-03-03T07:03:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2123137,FL 3FLV CUP CAKE,BFIND,B,FIND
29994908,F/LINE-WHITE DINNER ROLLS 12'S,12'S,183.02,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2073701,SOFT WHITE ROLLS,BFBRE,B,FBRE
29994915,F/LINE-WHOLEWHEAT ROLLS 12'S,12'S,197.62,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2073707,WHOLEWHEAT ROLLS,BFBRE,B,FBRE
29994922,F/LINE-JAM SWISS ROLLS MINI,5'S,208.27,2023-03-03T07:03:00,42.9800,42.9800,42.9800,42.9800,42.9800,42.6100,2239679,MINI SWISS ROLLS,BFIND,B,FIND
29994939,F/LINE-CARML MINI SWISS ROLLS,5's,261.14,2023-03-03T07:02:00,53.9800,53.9800,53.9800,53.9800,53.9800,53.5100,2122823,FL MINI CMELSWIS,BFIND,B,FIND
29994946,F/LINE-MINI CHOC SWISS ROLLS,5'S,261.14,2023-03-03T07:03:00,53.9800,53.9800,53.9800,53.9800,53.9800,53.5100,2247144,MINI SWISS ROLLS,BFIND,B,FIND
29994953,F/LINE-JAM SWISS ROLL LARGE,1's,219.90,2023-03-03T07:02:00,45.9800,45.9800,45.9800,45.9800,45.9800,45.5800,2122824,FL JAM SWISS ROL,BFIND,B,FIND
29994960,F/LINE CARML SWISS ROLL LARGE,1'S,261.14,2023-03-03T07:03:00,53.9800,53.9800,53.9800,53.9800,53.9800,53.5100,2239416,CARAMEL S/ROLL,BFIND,B,FIND
29994977,F/LINE-MUFFINS CHOC CHIP,6'S,262.10,2023-03-03T07:02:00,52.9800,52.9800,52.9800,52.9800,52.9800,52.5200,2073644,CHOC CHIP MUFFIN,BFMOR,B,FMOR
29994984,F/LINE-MUFFINS CAPPUCINO,6'S,262.10,2023-03-03T07:02:00,52.9800,52.9800,52.9800,52.9800,52.9800,52.5200,2073628,CAPPUCINO MUFFIN,BFMOR,B,FMOR
29994991,F/LINE-MUFFINS BLUEBERRY,6'S,262.10,2023-03-03T07:02:00,52.9800,52.9800,52.9800,52.9800,52.9800,52.5200,2073625,F-BLUEBERRY MUFF,BFMOR,B,FMOR
29995011,F/LINE-CHOC SWISS ROLL LARGE,1'S,261.14,2023-03-03T07:03:00,53.9800,53.9800,53.9800,53.9800,53.9800,53.5100,2239414,CHOC SWISS ROLL,BFIND,B,FIND
29995073,F/L BEANS GREEN,1KG,237.50,2023-03-03T07:03:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2199175,F/LINE GRN BEANS,FFVEG,F,FVEG
29995073,F/L BEANS GREEN,1KG,145.81,2023-03-03T07:05:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,3067436,F/L GREEN BEANS,FFVEG,F,FVEG
29995226,F/LINE-MUFFINS BRAN&FRUIT,6'S,262.10,2023-03-03T07:02:00,52.9800,52.9800,52.9800,52.9800,52.9800,52.5200,2092209,BRAN&FRT MUFFINS,BFMOR,B,FMOR
29995233,F/LINE-MUFFINS LEM&POPPY,6'S,262.10,2023-03-03T07:02:00,52.9800,52.9800,52.9800,52.9800,52.9800,52.5200,2092210,LEM&POPP MUFFINS,BFMOR,B,FMOR
29995240,F/LINE-MUFFINS BAN&FUDGE,6'S,262.10,2023-03-03T07:02:00,52.9800,52.9800,52.9800,52.9800,52.9800,52.5200,2107499,BANANA MUFFINS,BFMOR,B,FMOR
29995370,F/LINE-PORTUGUESE BREAD,1'S,64.29,2023-03-03T07:03:00,16.9800,16.9800,16.9800,16.9800,16.9800,16.8400,2233065,PORTUGUESE BREAD,BFBRE,B,FBRE
29995714,F/LINE-BRAAIBREAD CHEESE&ONION, EACH,180.15,2023-03-03T07:02:00,13.9800,13.9800,13.8900,13.9800,13.9800,13.8600,2122872,,TCMEA,T,CMEA
29995783,F/L M/ROOM BUTTON WHT,250GR,347.81,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2069894,BUTTON MUSHROOMS,FFVEG,F,FVEG
29995790,F/L MUSHROOM BUTTON BRWN,250GR,152.84,2023-03-03T07:05:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,3093182,F/L MUSHROOMS,FFVEG,F,FVEG
29995790,F/LINE M/ROOM BRWN BUTTON,250G,407.58,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2083177,BUTTON MUSHROOMS,FFVEG,F,FVEG
29995936,F/LINE-PITA BREAD WHITE,6'S,148.61,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2111509,WHITE PITA BREAD,BFBRE,B,FBRE
29995943,F/LINE-PITA BREAD BROWN,6'S,148.61,2023-03-03T07:02:00,39.9800,39.9800,39.9800,39.9800,39.9800,39.6400,2111510,BROWN PITA BREAD,BFBRE,B,FBRE
29996346,F/LINE GINGER,150G,407.14,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122647,FL GINGER,FFVEG,F,FVEG
29996414,F/LINE-RYE BREAD 100%,800G,193.35,2023-03-03T07:02:00,51.9800,51.9800,51.9800,51.9800,51.9800,51.5300,2111511,WHEAT FREE BREAD,BFBRE,B,FBRE
29996438,F/LINE-LIGHT RYE BREAD SLICED,400G,130.29,2023-03-03T07:02:00,35.9800,35.9800,35.9800,35.9800,35.9800,35.6700,2111512,GERMAN RYE BREAD,BFBRE,B,FBRE
29996476,F/LINE-CAPPUCCINO BROWNIES,5'S,182.87,2023-03-03T07:02:00,49.9800,49.9800,49.9800,49.9800,49.9800,49.5500,2111021,CAPPUC BROWNIES,BFIND,B,FIND
29996520,F/LINE-SCONES PLAIN 4'S,4'S,158.58,2023-03-03T07:02:00,32.9800,32.9800,32.9800,32.9800,32.9800,32.7000,2092214,BUTTER SCONES,BFMOR,B,FMOR
29997329,F/LINE TOMATO CHERRY 400G,400GR,325.71,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122688,FL TOM CHERRY 40,FFSAL,F,FSAL
29997329,F/LINE TOMATO CHERRY,400G,130.29,2023-03-03T07:05:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,3128467,TOMATOES CHERRY,FFVEG,F,FVEG
29997336,F/LINE STRAWBERRIES 800G,800G,349.43,2023-03-03T07:02:00,59.9900,59.9900,59.9900,59.9900,59.9900,59.9900,2085116,STRAWBERRIES,FFFRT,F,FFRT
29997350,F/L MARROW BABY,1KG,221.67,2023-03-03T07:02:00,38.9900,38.9900,38.9900,38.9900,38.9900,38.9900,2122650,FL B MARROW BULK,FFVEG,F,FVEG
29997602,F/L PEARS FORRELE,1.5KG,153.81,2023-03-03T07:03:00,26.9900,26.9900,26.9900,26.9900,26.9900,26.9900,2174666,PEARS FORRELE,FFFRT,F,FFRT
29997602,F/LINE PEARS ECONO,1.5KG,144.76,2023-03-03T07:02:00,29.9900,29.9900,29.9900,29.9900,29.9900,29.9900,2122774,F/L PEARS GREEN,FFFRT,F,FFRT
29997664,F/L GRAPES WHITE,500GR,332.50,2023-03-03T07:03:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,2240667,F/L GRAPES WHITE,FFFRT,F,FFRT
29997664,F/L GRAPES WHITE,500GR,199.05,2023-03-03T07:05:00,32.9900,32.9900,32.9900,32.9900,32.9900,32.9900,3091521,F/L GRAPES WHITE,FFVEG,F,FVEG
29997718,F/LINE-MINI TARTLETS MILK 12'S,12's,237.69,2023-03-03T07:02:00,62.9800,62.9800,62.9800,62.9800,62.9800,62.4400,2122811,FL MINI MILK TAR,BFIND,B,FIND
29997725,F/LIN-MINETARTL LEMON MER 12',12's,271.65,2023-03-03T07:02:00,71.9900,71.9900,71.9900,71.9900,71.9900,71.3600,2122812,FL MINI LEMON TA,BFIND,B,FIND
29997909,F/L LEEKS BABY,200GR,1.00,2023-03-03T07:05:00,0.2500,0.2900,0.2900,0.2900,0.2900,0.2900,3067732,F/L BABY LEEKS,FFVEG,F,FVEG
29997909,F/L LEEKS BABY,200GR,193.39,2023-03-03T07:02:00,25.9900,25.9900,25.9900,25.9900,25.9900,25.9900,2089016,F/LINE BABY LEEK,FFVEG,F,FVEG
29998227,F/LINE GRPE/FRT C/PCKT 2.5,2.5KG,113.10,2023-03-03T07:02:00,39.9900,39.9900,39.9900,39.9900,39.9900,39.9900,2078310,GRAPEFRUIT 2.,FFFRT,F,FFRT
29998432,F/LINE VEGETABLE DOY,500G,60.69,2023-03-03T07:03:00,15.9800,15.9800,15.8900,15.9800,15.9800,15.8500,2150566,VEGETABLE SOUP,FFVEG,F,FVEG
29998449,F/LINE LEEK&POT DOY,500G,69.92,2023-03-03T07:03:00,17.9800,17.9800,17.8900,17.9800,17.9800,17.8300,2150560,SOUP,FFVEG,F,FVEG
29998456,F/LINE MUSHROOM DOY,500G,72.29,2023-03-03T07:03:00,18.9800,18.9800,18.8900,18.9800,18.9800,18.8200,2150562,MUSHROOM SOUP,FFVEG,F,FVEG
29998463,F/LINE TOMATO DOY,500G,71.69,2023-03-03T07:03:00,18.9800,19.7400,18.8900,18.9800,18.9800,18.8200,2150564,SOUP,FFVEG,F,FVEG
29998661,F/L TOMATO PLUM MINI,200GR,325.71,2023-03-03T07:02:00,18.9900,18.9900,18.9900,18.9900,18.9900,18.9900,2122661,FL TOM MINI PLUM,FFSAL,F,FSAL
29998791,F/L DHANIA PACKET,50GR,42.77,2023-03-03T07:05:00,14.9900,14.9900,14.9900,14.9900,14.9900,14.9900,3092839,F/L DHANIA,FFVEG,F,FVEG
29998876,F/L TOMATO YELLOW CHERRY,250GR,1.00,2023-03-03T07:05:00,0.1700,0.1900,0.1900,0.1900,0.1900,0.1900,3093672,F/L TOM YELL CHE,FFVEG,F,FVEG
29999071,F/L STRAWBERRIES,400GR,542.86,2023-03-03T07:03:00,64.9900,64.9900,64.9900,64.9900,64.9900,64.9900,2232200,STRAWBERRIES 500,FFFRT,F,FFRT
29999200,F/LINE ASPARAGUS BUNCH,500GM,2768.03,2023-03-03T07:02:00,254.9900,254.9900,254.9900,254.9900,254.9900,254.9900,2122653,FL ASPARAGUS BNC,FFVEG,F,FVEG
29999774,F/L ONIONS UNPEELED,2KG,174.00,2023-03-03T07:02:00,34.9900,34.9900,34.9900,34.9900,34.9900,34.9900,2106434,F/L U ONOINS UNP,FFVEG,F,FVEG
29999781,F/LINE LITCHI MINI BOX,2KG,352.86,2023-03-03T07:03:00,119.9900,119.9900,119.9900,119.9900,119.9900,119.9900,2170802,FL LITCHI M BOX,FFFRT,F,FFRT
29999781,F/LINE LITCHI MINI BOX,2KG,14.20,2023-03-03T07:02:00,29.9900,29.9900,29.9000,29.9900,29.9900,29.9900,2122787,,FFFRT,F,FFRT
29999828,F/LINE MANGO MINI BOX,EACH,197.92,2023-03-03T07:02:00,54.9900,54.9900,54.9900,54.9900,54.9900,54.9900,2122790,FL MANGO MINI,FFFRT,F,FFRT
29999842,F/LINE PEPPER VALUE PACK,EACH,312.14,2023-03-03T07:02:00,35.9900,35.9900,35.9900,35.9900,35.9900,35.9900,2122660,FL PEPPER VALUE,FFSAL,F,FSAL
29999941,F/LINE LETT SEASN VAL P/P,250GR,1.00,2023-03-03T07:05:00,0.1700,0.1900,0.1900,0.1900,0.1900,0.1900,3093023,F/L LETTUCE,FFVEG,F,FVEG
30087798,TLC CHEEZ DIPPER SINGLE,35GR,501.45,2023-03-03T07:04:00,14.9800,16.4800,17.9900,15.9800,15.4800,15.8500,2841669,TLC CHEEZ DIPPER,PCIMP,P,CIMP
40060682,NIVEA H/CRM SOOTHING ALOE,75ML,103.60,2023-03-03T07:05:00,24.9800,26.9800,29.4800,26.9800,25.9900,25.7600,3080353,NIVEA H/CRM ALOE,HSCHB,H,SCHB
40067643,NIVEA MEN R/ON DEEP EXPRS,50ML,124.48,2023-03-03T07:04:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,2936332,NIVEA MEN R/ON,HDMAL,H,DMAL
40329055,CAMEL FILTER BOX,F20,438.26,2023-03-03T07:03:00,55.9900,55.9900,65.9900,55.9900,55.9900,55.5100,2380885,CAMEL FILTER BOX,ICIGG,I,CIGG
42061946,BECKS BEER NON ALCOHOLIC,330ML,194.75,2023-03-03T07:03:00,13.9800,13.9800,13.9800,13.9800,13.9800,13.8600,2131141,BECKS N/A BEER,MNONA,M,NONA
42139126,CAMEL ONE BOX,F20,438.26,2023-03-03T07:03:00,55.9900,55.9900,65.9900,55.9900,55.9900,55.5100,2407809,CAMEL ONE BOX,ICIGG,I,CIGG
42139430,CAMEL BLACK,F20,310.43,2023-03-03T07:03:00,41.9900,41.9900,49.9800,41.9900,41.9900,41.6300,2472828,CAMEL BLACK,ICIGG,I,CIGG
42139447,CAMEL WHITE,F20,310.43,2023-03-03T07:03:00,41.9900,41.9900,49.9800,41.9900,41.9900,41.6300,2472832,CAMEL WHITE,ICIGG,I,CIGG
42139621,CAMEL ACTIVATE,F20,317.44,2023-03-03T07:03:00,42.9900,42.9900,50.4900,42.9900,42.9900,42.6200,2534831,CAMEL ACTIVATE,ICIGG,I,CIGG
42153184,AXE B/WASH DARK TEMPT,250ML,222.63,2023-03-03T07:04:00,29.9800,32.9800,35.4800,31.9800,30.9800,30.7100,3005906,AXE B/WASH D/TEM,HSCMH,H,SCMH
42219323,NIVEA DEO STK BLACK&WHITE,40ML,305.37,2023-03-03T07:04:00,71.9900,77.9800,84.4800,75.9800,73.9800,73.3400,2909839,NIVEA DEO STICK,HDFEM,H,DFEM
42219385,NIVEA DEO STK MEN SILVERP,40ML,305.37,2023-03-03T07:03:00,71.9900,77.9800,84.4800,75.9800,73.9800,73.3400,2655758,SHIELD D/STK MEN,HDMAL,H,DMAL
42219415,NIVEA DEO STK PEARL&BEAUT,40GR,305.37,2023-03-03T07:03:00,71.9900,77.9800,84.4800,75.9800,73.9800,73.3400,2655745,NIVEA DEO STICK,HDFEM,H,DFEM
